일자,모델코드,입고,출고,재고
2023-06-16,T_M003,12418,12330,63708
2023-06-17,T_M003,13498,14576,62630
2023-06-18,T_M003,15356,12601,65385
2023-06-19,T_M003,13611,13735,65261
2023-06-20,T_M003,11303,13123,63441
2023-06-21,T_M003,12626,12146,63921
2023-06-22,T_M003,13522,13898,63545
2023-06-23,T_M003,13143,11729,64959
2023-06-24,T_M003,13222,15457,62724
2023-06-25,T_M003,11838,13644,60918
2023-06-26,T_M003,13960,13001,61877
2023-06-27,T_M003,13491,12792,62576
2023-06-28,T_M003,12905,11679,63802
2023-06-29,T_M003,13661,15055,62408
2023-06-30,T_M003,14877,14189,63096
2023-07-01,T_M003,13263,13779,62580
2023-07-02,T_M003,14782,14991,62371
2023-07-03,T_M003,14426,16887,59910
2023-07-04,T_M003,13811,14669,59052
2023-07-05,T_M003,16333,14443,60942
2023-07-06,T_M003,16341,14924,62359
2023-07-07,T_M003,16136,12981,65514
2023-07-08,T_M003,17127,15415,67226
2023-07-09,T_M003,15877,15430,67673
2023-07-10,T_M003,15663,14757,68579
2023-07-11,T_M003,13619,13504,68694
2023-07-12,T_M003,11653,14608,65739
2023-07-13,T_M003,13305,14218,64826
2023-07-14,T_M003,13149,13886,64089
2023-07-15,T_M003,15899,15040,64948
2023-07-16,T_M003,15112,13341,66719
2023-07-17,T_M003,17746,15488,68977
2023-07-18,T_M003,18895,15352,72520
2023-07-19,T_M003,16307,14789,74038
2023-07-20,T_M003,11180,15471,69747
2023-07-21,T_M003,15840,15592,69995
2023-07-22,T_M003,14501,14174,70322
2023-07-23,T_M003,13835,13647,70510
2023-07-24,T_M003,16046,15034,71522
2023-07-25,T_M003,13593,13172,71943
2023-07-26,T_M003,13174,13508,71609
2023-07-27,T_M003,15336,18328,68617
2023-07-28,T_M003,14322,14966,67973
2023-07-29,T_M003,14854,14194,68633
2023-07-30,T_M003,14496,18136,64993
2023-07-31,T_M003,15545,13569,66969
2023-08-01,T_M003,11029,12847,65151
2023-08-02,T_M003,12528,11559,66120
2023-08-03,T_M003,11870,11218,66772
2023-08-04,T_M003,10703,10743,66732
2023-08-05,T_M003,12566,12041,67257
2023-08-06,T_M003,11260,11569,66948
2023-08-07,T_M003,10589,10119,67418
2023-08-08,T_M003,13467,11141,69744
2023-08-09,T_M003,12289,12343,69690
2023-08-10,T_M003,12992,13856,68826
2023-08-11,T_M003,11116,12312,67630
2023-08-12,T_M003,11844,11034,68440
2023-08-13,T_M003,11268,11132,68576
2023-08-14,T_M003,10222,11949,66849
2023-08-15,T_M003,11833,11590,67092
2023-08-16,T_M003,11412,12547,65957
2023-08-17,T_M003,12853,12942,65868
2023-08-18,T_M003,11693,12853,64708
2023-08-19,T_M003,12499,10231,66976
2023-08-20,T_M003,11663,11094,67545
2023-08-21,T_M003,11808,10049,69304
2023-08-22,T_M003,10466,11746,68024
2023-08-23,T_M003,10254,12351,65927
2023-08-24,T_M003,11811,9571,68167
2023-08-25,T_M003,11671,9522,70316
2023-08-26,T_M003,11591,11966,69941
2023-08-27,T_M003,12226,9377,72790
2023-08-28,T_M003,10366,13301,69855
2023-08-29,T_M003,9718,12763,66810
2023-08-30,T_M003,11043,10544,67309
2023-08-31,T_M003,9533,11656,65186
2023-09-01,T_M003,11514,11653,65047
2023-09-02,T_M003,9469,8735,65781
2023-09-03,T_M003,10896,12162,64515
2023-09-04,T_M003,11012,12539,62988
2023-09-05,T_M003,10270,10139,63119
2023-09-06,T_M003,10353,12447,61025
2023-09-07,T_M003,9907,10408,60524
2023-09-08,T_M003,10976,12071,59429
2023-09-09,T_M003,11085,12120,58394
2023-09-10,T_M003,11337,10540,59191
2023-09-11,T_M003,9790,10704,58277
2023-09-12,T_M003,10283,10137,58423
2023-09-13,T_M003,11701,12900,57224
2023-09-14,T_M003,11699,12188,56735
2023-09-15,T_M003,10794,10833,56696
2023-09-16,T_M003,9663,11390,54969
2023-09-17,T_M003,10020,10055,54934
2023-09-18,T_M003,10386,10193,55127
2023-09-19,T_M003,10650,9946,55831
2023-09-20,T_M003,8886,9426,55291
2023-09-21,T_M003,13128,9483,58936
2023-09-22,T_M003,9465,9794,58607
2023-09-23,T_M003,10647,9536,59718
2023-09-24,T_M003,10292,9409,60601
2023-09-25,T_M003,8670,12242,57029
2023-09-26,T_M003,10303,9636,57696
2023-09-27,T_M003,9428,9625,57499
2023-09-28,T_M003,10639,9882,58256
2023-09-29,T_M003,11001,9982,59275
2023-09-30,T_M003,10151,12206,57220
2023-10-01,T_M003,8009,5912,59317
2023-10-02,T_M003,6709,6474,59552
2023-10-03,T_M003,7919,6683,60788
2023-10-04,T_M003,7176,6980,60984
2023-10-05,T_M003,7852,7111,61725
2023-10-06,T_M003,7812,8539,60998
2023-10-07,T_M003,7141,7138,61001
2023-10-08,T_M003,6808,7885,59924
2023-10-09,T_M003,7272,8079,59117
2023-10-10,T_M003,7401,7070,59448
2023-10-11,T_M003,8002,8117,59333
2023-10-12,T_M003,8036,8000,59369
2023-10-13,T_M003,8199,7493,60075
2023-10-14,T_M003,6786,6063,60798
2023-10-15,T_M003,7388,7306,60880
2023-10-16,T_M003,7294,6713,61461
2023-10-17,T_M003,6832,6104,62189
2023-10-18,T_M003,7347,8990,60546
2023-10-19,T_M003,6961,6509,60998
2023-10-20,T_M003,6578,8010,59566
2023-10-21,T_M003,6482,8025,58023
2023-10-22,T_M003,7635,8438,57220
2023-10-23,T_M003,6686,7164,56742
2023-10-24,T_M003,7832,7747,56827
2023-10-25,T_M003,7776,7923,56680
2023-10-26,T_M003,7561,7000,57241
2023-10-27,T_M003,7001,7043,57199
2023-10-28,T_M003,7134,8027,56306
2023-10-29,T_M003,7317,8787,54836
2023-10-30,T_M003,7838,7288,55386
2023-10-31,T_M003,7432,9350,53468
2023-11-01,T_M003,14050,14673,52845
2023-11-02,T_M003,12787,14342,51290
2023-11-03,T_M003,14199,13139,52350
2023-11-04,T_M003,13159,14650,50859
2023-11-05,T_M003,13287,13942,50204
2023-11-06,T_M003,12019,14051,48172
2023-11-07,T_M003,15137,14193,49116
2023-11-08,T_M003,15499,15094,49521
2023-11-09,T_M003,12512,11475,50558
2023-11-10,T_M003,12705,13461,49802
2023-11-11,T_M003,14104,13228,50678
2023-11-12,T_M003,13105,12593,51190
2023-11-13,T_M003,15268,12796,53662
2023-11-14,T_M003,15943,12668,56937
2023-11-15,T_M003,13123,14120,55940
2023-11-16,T_M003,12768,13849,54859
2023-11-17,T_M003,14664,13999,55524
2023-11-18,T_M003,12158,15445,52237
2023-11-19,T_M003,13627,14022,51842
2023-11-20,T_M003,15498,12161,55179
2023-11-21,T_M003,15124,12823,57480
2023-11-22,T_M003,13050,14915,55615
2023-11-23,T_M003,14251,16694,53172
2023-11-24,T_M003,14449,14666,52955
2023-11-25,T_M003,14457,14149,53263
2023-11-26,T_M003,14353,14740,52876
2023-11-27,T_M003,13423,12745,53554
2023-11-28,T_M003,14604,12166,55992
2023-11-29,T_M003,14322,13871,56443
2023-11-30,T_M003,11787,14248,53982
2023-12-01,T_M003,10829,13144,51667
2023-12-02,T_M003,9891,11788,49770
2023-12-03,T_M003,11916,8860,52826
2023-12-04,T_M003,10872,15963,47735
2023-12-05,T_M003,12723,10744,49714
2023-12-06,T_M003,13410,13394,49730
2023-12-07,T_M003,12277,12861,49146
2023-12-08,T_M003,14447,14198,49395
2023-12-09,T_M003,12386,14412,47369
2023-12-10,T_M003,10804,12990,45183
2023-12-11,T_M003,11801,12428,44556
2023-12-12,T_M003,10025,12610,41971
2023-12-13,T_M003,11573,11871,41673
2023-12-14,T_M003,11076,11058,41691
2023-12-15,T_M003,13876,9501,46066
2023-12-16,T_M003,9481,13580,41967
2023-12-17,T_M003,11747,13751,39963
2023-12-18,T_M003,11298,14108,37153
2023-12-19,T_M003,12578,14955,34776
2023-12-20,T_M003,14688,12154,37310
2023-12-21,T_M003,11339,11358,37291
2023-12-22,T_M003,14174,12056,39409
2023-12-23,T_M003,12138,12542,39005
2023-12-24,T_M003,11270,11409,38866
2023-12-25,T_M003,12746,12960,38652
2023-12-26,T_M003,11446,12616,37482
2023-12-27,T_M003,12634,11624,38492
2023-12-28,T_M003,10836,11004,38324
2023-12-29,T_M003,11292,14146,35470
2023-12-30,T_M003,14459,13735,36194
2023-12-31,T_M003,13317,11854,37657
2023-01-01,W_M001,22046,17284,86176
2023-01-02,W_M001,24297,20932,89541
2023-01-03,W_M001,20985,21162,89364
2023-01-04,W_M001,21440,20961,89843
2023-01-05,W_M001,22015,18572,93286
2023-01-06,W_M001,19080,22841,89525
2023-01-07,W_M001,18867,26757,81635
2023-01-08,W_M001,20223,24233,77625
2023-01-09,W_M001,22747,23308,77064
2023-01-10,W_M001,17568,22311,72321
2023-01-11,W_M001,23026,20363,74984
2023-01-12,W_M001,19315,21645,72654
2023-01-13,W_M001,21312,24158,69808
2023-01-14,W_M001,20947,20192,70563
2023-01-15,W_M001,20396,24817,66142
2023-01-16,W_M001,23088,22610,66620
2023-01-17,W_M001,24110,26005,64725
2023-01-18,W_M001,24455,22720,66460
2023-01-19,W_M001,22812,19128,70144
2023-01-20,W_M001,18864,21657,67351
2023-01-21,W_M001,23689,20283,70757
2023-01-22,W_M001,20520,23200,68077
2023-01-23,W_M001,22754,20675,70156
2023-01-24,W_M001,21329,23794,67691
2023-01-25,W_M001,22151,21286,68556
2023-01-26,W_M001,23240,20549,71247
2023-01-27,W_M001,20492,25421,66318
2023-01-28,W_M001,22654,19059,69913
2023-01-29,W_M001,22287,22136,70064
2023-01-30,W_M001,21399,20232,71231
2023-01-31,W_M001,23958,25689,69500
2023-02-01,W_M001,15747,15850,69397
2023-02-02,W_M001,15059,16581,67875
2023-02-03,W_M001,17105,14357,70623
2023-02-04,W_M001,14214,15173,69664
2023-02-05,W_M001,15794,14177,71281
2023-02-06,W_M001,15832,14227,72886
2023-02-07,W_M001,15064,15068,72882
2023-02-08,W_M001,14688,15748,71822
2023-02-09,W_M001,15483,16657,70648
2023-02-10,W_M001,13818,14305,70161
2023-02-11,W_M001,14041,13979,70223
2023-02-12,W_M001,13110,12141,71192
2023-02-13,W_M001,12642,14420,69414
2023-02-14,W_M001,13118,17313,65219
2023-02-15,W_M001,16104,16092,65231
2023-02-16,W_M001,12148,18133,59246
2023-02-17,W_M001,12896,15009,57133
2023-02-18,W_M001,14893,12845,59181
2023-02-19,W_M001,14773,15199,58755
2023-02-20,W_M001,16374,12698,62431
2023-02-21,W_M001,14935,14338,63028
2023-02-22,W_M001,15601,15201,63428
2023-02-23,W_M001,15435,16517,62346
2023-02-24,W_M001,16085,15100,63331
2023-02-25,W_M001,15546,15816,63061
2023-02-26,W_M001,15671,15626,63106
2023-02-27,W_M001,15817,14634,64289
2023-02-28,W_M001,12790,14869,62210
2023-03-01,W_M001,10691,14272,58629
2023-03-02,W_M001,11812,14703,55738
2023-03-03,W_M001,13946,12000,57684
2023-03-04,W_M001,13526,13438,57772
2023-03-05,W_M001,11375,12532,56615
2023-03-06,W_M001,11862,10976,57501
2023-03-07,W_M001,11544,13592,55453
2023-03-08,W_M001,11591,12898,54146
2023-03-09,W_M001,13834,12545,55435
2023-03-10,W_M001,11186,11149,55472
2023-03-11,W_M001,12637,12816,55293
2023-03-12,W_M001,11683,12971,54005
2023-03-13,W_M001,13214,11521,55698
2023-03-14,W_M001,12299,13387,54610
2023-03-15,W_M001,11823,11796,54637
2023-03-16,W_M001,11079,10159,55557
2023-03-17,W_M001,11423,11750,55230
2023-03-18,W_M001,12513,10271,57472
2023-03-19,W_M001,10321,11404,56389
2023-03-20,W_M001,13832,12265,57956
2023-03-21,W_M001,12318,11825,58449
2023-03-22,W_M001,13697,10362,61784
2023-03-23,W_M001,12853,11723,62914
2023-03-24,W_M001,12193,12126,62981
2023-03-25,W_M001,12411,11499,63893
2023-03-26,W_M001,11757,12655,62995
2023-03-27,W_M001,12665,13090,62570
2023-03-28,W_M001,11946,12263,62253
2023-03-29,W_M001,13606,9625,66234
2023-03-30,W_M001,13483,11352,68365
2023-03-31,W_M001,11713,13876,66202
2023-04-01,W_M001,9252,10254,65200
2023-04-02,W_M001,12051,11169,66082
2023-04-03,W_M001,12525,10631,67976
2023-04-04,W_M001,11834,12492,67318
2023-04-05,W_M001,12159,9969,69508
2023-04-06,W_M001,10689,11067,69130
2023-04-07,W_M001,10363,11424,68069
2023-04-08,W_M001,10932,10835,68166
2023-04-09,W_M001,11820,12451,67535
2023-04-10,W_M001,12371,10327,69579
2023-04-11,W_M001,11537,10899,70217
2023-04-12,W_M001,9985,12649,67553
2023-04-13,W_M001,10196,11938,65811
2023-04-14,W_M001,11146,9354,67603
2023-04-15,W_M001,10352,11438,66517
2023-04-16,W_M001,8631,9501,65647
2023-04-17,W_M001,12150,11734,66063
2023-04-18,W_M001,10677,9876,66864
2023-04-19,W_M001,13037,11844,68057
2023-04-20,W_M001,10690,11010,67737
2023-04-21,W_M001,12137,13282,66592
2023-04-22,W_M001,10290,11525,65357
2023-04-23,W_M001,11574,11434,65497
2023-04-24,W_M001,9848,11326,64019
2023-04-25,W_M001,14259,12175,66103
2023-04-26,W_M001,10305,10964,65444
2023-04-27,W_M001,12509,10755,67198
2023-04-28,W_M001,12300,11158,68340
2023-04-29,W_M001,10459,11243,67556
2023-04-30,W_M001,11557,12098,67015
2023-05-01,W_M001,13616,14665,65966
2023-05-02,W_M001,15772,15252,66486
2023-05-03,W_M001,12838,13165,66159
2023-05-04,W_M001,14382,11791,68750
2023-05-05,W_M001,14094,14481,68363
2023-05-06,W_M001,12201,14852,65712
2023-05-07,W_M001,13655,11146,68221
2023-05-08,W_M001,12115,13526,66810
2023-05-09,W_M001,15614,11895,70529
2023-05-10,W_M001,15771,14695,71605
2023-05-11,W_M001,16135,12727,75013
2023-05-12,W_M001,12708,13943,73778
2023-05-13,W_M001,13565,16780,70563
2023-05-14,W_M001,14796,14742,70617
2023-05-15,W_M001,14974,13734,71857
2023-05-16,W_M001,14653,14630,71880
2023-05-17,W_M001,12277,15047,69110
2023-05-18,W_M001,14471,13642,69939
2023-05-19,W_M001,15235,15541,69633
2023-05-20,W_M001,13271,13154,69750
2023-05-21,W_M001,16475,13069,73156
2023-05-22,W_M001,14993,12657,75492
2023-05-23,W_M001,13237,15001,73728
2023-05-24,W_M001,14956,17197,71487
2023-05-25,W_M001,12445,11946,71986
2023-05-26,W_M001,12764,15650,69100
2023-05-27,W_M001,12364,15529,65935
2023-05-28,W_M001,13746,13420,66261
2023-05-29,W_M001,11426,14745,62942
2023-05-30,W_M001,12660,13727,61875
2023-05-31,W_M001,11276,14025,59126
2023-06-01,W_M001,23545,19572,63099
2023-06-02,W_M001,23577,19084,67592
2023-06-03,W_M001,21814,21082,68324
2023-06-04,W_M001,20777,19555,69546
2023-06-05,W_M001,20374,21037,68883
2023-06-06,W_M001,20543,20923,68503
2023-06-07,W_M001,21453,20907,69049
2023-06-08,W_M001,21859,24319,66589
2023-06-09,W_M001,20430,17267,69752
2023-06-10,W_M001,23900,20143,73509
2023-06-11,W_M001,21756,19976,75289
2023-06-12,W_M001,22296,20684,76901
2023-06-13,W_M001,20933,19080,78754
2023-06-14,W_M001,19214,20296,77672
2023-06-15,W_M001,19358,22637,74393
2023-06-16,W_M001,22429,17639,79183
2023-06-17,W_M001,21847,19719,81311
2023-06-18,W_M001,21312,22471,80152
2023-06-19,W_M001,20899,19486,81565
2023-06-20,W_M001,25345,20639,86271
2023-06-21,W_M001,18841,24383,80729
2023-06-22,W_M001,24201,16942,87988
2023-06-23,W_M001,18584,19364,87208
2023-06-24,W_M001,19138,21245,85101
2023-06-25,W_M001,22482,22279,85304
2023-06-26,W_M001,18456,21050,82710
2023-06-27,W_M001,22268,20055,84923
2023-06-28,W_M001,21509,22582,83850
2023-06-29,W_M001,22110,24923,81037
2023-06-30,W_M001,22879,24987,78929
2023-07-01,W_M001,24483,30952,72460
2023-07-02,W_M001,21632,25038,69054
2023-07-03,W_M001,22728,28779,63003
2023-07-04,W_M001,29587,23665,68925
2023-07-05,W_M001,26308,29061,66172
2023-07-06,W_M001,26846,27856,65162
2023-07-07,W_M001,27461,24709,67914
2023-07-08,W_M001,25406,35355,57965
2023-07-09,W_M001,28353,27751,58567
2023-07-10,W_M001,28003,27492,59078
2023-07-11,W_M001,25332,28257,56153
2023-07-12,W_M001,28969,24342,60780
2023-07-13,W_M001,29259,30711,59328
2023-07-14,W_M001,26746,26740,59334
2023-07-15,W_M001,23187,25438,57083
2023-07-16,W_M001,27814,27838,57059
2023-07-17,W_M001,26406,28850,54615
2023-07-18,W_M001,21414,22291,53738
2023-07-19,W_M001,24630,25613,52755
2023-07-20,W_M001,26620,27092,52283
2023-07-21,W_M001,25432,29021,48694
2023-07-22,W_M001,26430,31966,43158
2023-07-23,W_M001,24502,22371,45289
2023-07-24,W_M001,26936,31030,41195
2023-07-25,W_M001,25944,24099,43040
2023-07-26,W_M001,25346,23960,44426
2023-07-27,W_M001,25906,27657,42675
2023-07-28,W_M001,27838,24871,45642
2023-07-29,W_M001,28536,24060,50118
2023-07-30,W_M001,30703,23686,57135
2023-07-31,W_M001,25859,17940,65054
2023-08-01,W_M001,20485,18186,67353
2023-08-02,W_M001,17770,19460,65663
2023-08-03,W_M001,17389,15627,67425
2023-08-04,W_M001,17107,16461,68071
2023-08-05,W_M001,17787,18168,67690
2023-08-06,W_M001,16389,17276,66803
2023-08-07,W_M001,16129,18399,64533
2023-08-08,W_M001,16516,22698,58351
2023-08-09,W_M001,17446,17694,58103
2023-08-10,W_M001,18304,15499,60908
2023-08-11,W_M001,19077,19056,60929
2023-08-12,W_M001,20146,21096,59979
2023-08-13,W_M001,16835,19855,56959
2023-08-14,W_M001,16739,15638,58060
2023-08-15,W_M001,15838,18492,55406
2023-08-16,W_M001,15730,19365,51771
2023-08-17,W_M001,14560,21317,45014
2023-08-18,W_M001,19401,18810,45605
2023-08-19,W_M001,17366,20113,42858
2023-08-20,W_M001,19586,16621,45823
2023-08-21,W_M001,18145,17969,45999
2023-08-22,W_M001,18573,17302,47270
2023-08-23,W_M001,18422,13584,52108
2023-08-24,W_M001,18527,18129,52506
2023-08-25,W_M001,19738,19405,52839
2023-08-26,W_M001,13373,16493,49719
2023-08-27,W_M001,18616,19107,49228
2023-08-28,W_M001,20452,16000,53680
2023-08-29,W_M001,18330,14559,57451
2023-08-30,W_M001,18335,18563,57223
2023-08-31,W_M001,18281,15859,59645
2023-09-01,W_M001,11728,10474,60899
2023-09-02,W_M001,10888,12757,59030
2023-09-03,W_M001,12086,12729,58387
2023-09-04,W_M001,14855,12819,60423
2023-09-05,W_M001,12536,12105,60854
2023-09-06,W_M001,10049,13945,56958
2023-09-07,W_M001,12359,11477,57840
2023-09-08,W_M001,11764,10030,59574
2023-09-09,W_M001,13038,13227,59385
2023-09-10,W_M001,14584,15553,58416
2023-09-11,W_M001,14072,14054,58434
2023-09-12,W_M001,11930,14794,55570
2023-09-13,W_M001,13258,13692,55136
2023-09-14,W_M001,12461,15297,52300
2023-09-15,W_M001,12122,12657,51765
2023-09-16,W_M001,14194,13917,52042
2023-09-17,W_M001,11121,10586,52577
2023-09-18,W_M001,13544,13206,52915
2023-09-19,W_M001,15723,12674,55964
2023-09-20,W_M001,13428,12407,56985
2023-09-21,W_M001,12096,11621,57460
2023-09-22,W_M001,11991,10375,59076
2023-09-23,W_M001,11065,12419,57722
2023-09-24,W_M001,13195,12240,58677
2023-09-25,W_M001,13938,10990,61625
2023-09-26,W_M001,14275,13785,62115
2023-09-27,W_M001,13830,12369,63576
2023-09-28,W_M001,12186,12948,62814
2023-09-29,W_M001,14862,12968,64708
2023-09-30,W_M001,14284,11992,67000
2023-10-01,W_M001,13744,14686,66058
2023-10-02,W_M001,13094,13776,65376
2023-10-03,W_M001,10796,12588,63584
2023-10-04,W_M001,15943,12301,67226
2023-10-05,W_M001,13652,16616,64262
2023-10-06,W_M001,12859,12628,64493
2023-10-07,W_M001,12392,15177,61708
2023-10-08,W_M001,14714,15271,61151
2023-10-09,W_M001,11584,14861,57874
2023-10-10,W_M001,14379,13560,58693
2023-10-11,W_M001,14802,14966,58529
2023-10-12,W_M001,13921,13867,58583
2023-10-13,W_M001,13587,14299,57871
2023-10-14,W_M001,13137,14426,56582
2023-10-15,W_M001,14261,13558,57285
2023-10-16,W_M001,15995,12143,61137
2023-10-17,W_M001,14890,15118,60909
2023-10-18,W_M001,13252,15439,58722
2023-10-19,W_M001,14163,12890,59995
2023-10-20,W_M001,14804,13455,61344
2023-10-21,W_M001,14696,14413,61627
2023-10-22,W_M001,14434,16576,59485
2023-10-23,W_M001,12569,13379,58675
2023-10-24,W_M001,13836,14440,58071
2023-10-25,W_M001,14221,14150,58142
2023-10-26,W_M001,13785,14751,57176
2023-10-27,W_M001,13600,14928,55848
2023-10-28,W_M001,14814,12133,58529
2023-10-29,W_M001,13385,16441,55473
2023-10-30,W_M001,13600,14485,54588
2023-10-31,W_M001,14112,13798,54902
2023-11-01,W_M001,23828,21717,57013
2023-11-02,W_M001,25668,26467,56214
2023-11-03,W_M001,29453,22432,63235
2023-11-04,W_M001,22736,22488,63483
2023-11-05,W_M001,25385,20897,67971
2023-11-06,W_M001,22438,23267,67142
2023-11-07,W_M001,29809,24250,72701
2023-11-08,W_M001,20874,22669,70906
2023-11-09,W_M001,27838,21200,77544
2023-11-10,W_M001,25469,23457,79556
2023-11-11,W_M001,28996,21974,86578
2023-11-12,W_M001,23509,23805,86282
2023-11-13,W_M001,21227,20639,86870
2023-11-14,W_M001,23773,26213,84430
2023-11-15,W_M001,26301,25434,85297
2023-11-16,W_M001,20758,27204,78851
2023-11-17,W_M001,25386,23106,81131
2023-11-18,W_M001,23778,24412,80497
2023-11-19,W_M001,21121,23572,78046
2023-11-20,W_M001,25132,27465,75713
2023-11-21,W_M001,25714,24437,76990
2023-11-22,W_M001,25210,22569,79631
2023-11-23,W_M001,24694,22496,81829
2023-11-24,W_M001,26084,28026,79887
2023-11-25,W_M001,22413,28604,73696
2023-11-26,W_M001,21649,19804,75541
2023-11-27,W_M001,22259,24116,73684
2023-11-28,W_M001,21981,17792,77873
2023-11-29,W_M001,24847,23718,79002
2023-11-30,W_M001,21427,23067,77362
2023-12-01,W_M001,23589,24698,76253
2023-12-02,W_M001,21979,28881,69351
2023-12-03,W_M001,28204,28994,68561
2023-12-04,W_M001,22780,22069,69272
2023-12-05,W_M001,20510,27894,61888
2023-12-06,W_M001,27912,25726,64074
2023-12-07,W_M001,25697,26556,63215
2023-12-08,W_M001,25185,27497,60903
2023-12-09,W_M001,26150,26544,60509
2023-12-10,W_M001,29825,24285,66049
2023-12-11,W_M001,20385,25979,60455
2023-12-12,W_M001,23557,22821,61191
2023-12-13,W_M001,25151,25443,60899
2023-12-14,W_M001,23977,24806,60070
2023-12-15,W_M001,22495,26823,55742
2023-12-16,W_M001,22436,29750,48428
2023-12-17,W_M001,23405,23972,47861
2023-12-18,W_M001,27985,30108,45738
2023-12-19,W_M001,23191,24514,44415
2023-12-20,W_M001,17264,24961,36718
2023-12-21,W_M001,25861,24283,38296
2023-12-22,W_M001,18039,21563,34772
2023-12-23,W_M001,26673,23452,37993
2023-12-24,W_M001,27084,25899,39178
2023-12-25,W_M001,23374,18072,44480
2023-12-26,W_M001,26772,27347,43905
2023-12-27,W_M001,18061,23646,38320
2023-12-28,W_M001,28804,25029,42095
2023-12-29,W_M001,28860,23991,46964
2023-12-30,W_M001,22548,25314,44198
2023-12-31,W_M001,23163,22638,44723
2023-01-01,W_M002,17062,15223,37070
2023-01-02,W_M002,16113,13974,39209
2023-01-03,W_M002,18175,15456,41928
2023-01-04,W_M002,13549,15390,40087
2023-01-05,W_M002,14650,13749,40988
2023-01-06,W_M002,15203,15724,40467
2023-01-07,W_M002,15201,14988,40680
2023-01-08,W_M002,14256,15541,39395
2023-01-09,W_M002,13004,14115,38284
2023-01-10,W_M002,16694,14496,40482
2023-01-11,W_M002,16524,15758,41248
2023-01-12,W_M002,16568,16546,41270
2023-01-13,W_M002,15364,12813,43821
2023-01-14,W_M002,12817,16828,39810
2023-01-15,W_M002,16326,15048,41088
2023-01-16,W_M002,12977,14680,39385
2023-01-17,W_M002,13594,13962,39017
2023-01-18,W_M002,12645,13637,38025
2023-01-19,W_M002,14498,14326,38197
2023-01-20,W_M002,16277,17248,37226
2023-01-21,W_M002,13288,16383,34131
2023-01-22,W_M002,15251,18147,31235
2023-01-23,W_M002,14024,16289,28970
2023-01-24,W_M002,18188,18293,28865
2023-01-25,W_M002,13770,14954,27681
2023-01-26,W_M002,17319,12662,32338
2023-01-27,W_M002,14619,15496,31461
2023-01-28,W_M002,14747,16223,29985
2023-01-29,W_M002,13896,15781,28100
2023-01-30,W_M002,12914,14400,26614
2023-01-31,W_M002,14953,13724,27843
2023-02-01,W_M002,8764,7602,29005
2023-02-02,W_M002,7333,9350,26988
2023-02-03,W_M002,7152,8052,26088
2023-02-04,W_M002,9643,7815,27916
2023-02-05,W_M002,7160,8274,26802
2023-02-06,W_M002,7809,8512,26099
2023-02-07,W_M002,10150,7983,28266
2023-02-08,W_M002,10042,8886,29422
2023-02-09,W_M002,7276,8126,28572
2023-02-10,W_M002,8358,8859,28071
2023-02-11,W_M002,9920,5800,32191
2023-02-12,W_M002,7899,8915,31175
2023-02-13,W_M002,6251,8599,28827
2023-02-14,W_M002,8360,8728,28459
2023-02-15,W_M002,7683,7478,28664
2023-02-16,W_M002,8807,7232,30239
2023-02-17,W_M002,7439,7642,30036
2023-02-18,W_M002,7659,6933,30762
2023-02-19,W_M002,8621,8261,31122
2023-02-20,W_M002,8951,8520,31553
2023-02-21,W_M002,8422,8066,31909
2023-02-22,W_M002,8778,7588,33099
2023-02-23,W_M002,6569,8138,31530
2023-02-24,W_M002,6714,7479,30765
2023-02-25,W_M002,7739,9354,29150
2023-02-26,W_M002,7595,7856,28889
2023-02-27,W_M002,9061,10025,27925
2023-02-28,W_M002,7532,7599,27858
2023-03-01,W_M002,5503,4549,28812
2023-03-02,W_M002,5494,4511,29795
2023-03-03,W_M002,4728,5151,29372
2023-03-04,W_M002,4444,4726,29090
2023-03-05,W_M002,4853,4184,29759
2023-03-06,W_M002,5118,5558,29319
2023-03-07,W_M002,5077,5807,28589
2023-03-08,W_M002,4616,5984,27221
2023-03-09,W_M002,5073,5146,27148
2023-03-10,W_M002,4495,4634,27009
2023-03-11,W_M002,5140,5179,26970
2023-03-12,W_M002,4743,4629,27084
2023-03-13,W_M002,5592,5118,27558
2023-03-14,W_M002,5555,5133,27980
2023-03-15,W_M002,4956,5953,26983
2023-03-16,W_M002,5694,5000,27677
2023-03-17,W_M002,4686,5345,27018
2023-03-18,W_M002,5331,4736,27613
2023-03-19,W_M002,5237,4710,28140
2023-03-20,W_M002,5630,3569,30201
2023-03-21,W_M002,5226,4480,30947
2023-03-22,W_M002,5245,4923,31269
2023-03-23,W_M002,4729,4303,31695
2023-03-24,W_M002,5440,4654,32481
2023-03-25,W_M002,4868,5150,32199
2023-03-26,W_M002,4465,4946,31718
2023-03-27,W_M002,5274,5395,31597
2023-03-28,W_M002,5463,5890,31170
2023-03-29,W_M002,5322,4840,31652
2023-03-30,W_M002,5151,5600,31203
2023-03-31,W_M002,4926,4392,31737
2023-04-01,W_M002,4098,4036,31799
2023-04-02,W_M002,3590,4049,31340
2023-04-03,W_M002,3374,3295,31419
2023-04-04,W_M002,4283,4295,31407
2023-04-05,W_M002,4026,4159,31274
2023-04-06,W_M002,3767,4217,30824
2023-04-07,W_M002,3547,3588,30783
2023-04-08,W_M002,4435,4379,30839
2023-04-09,W_M002,4008,4006,30841
2023-04-10,W_M002,4290,3849,31282
2023-04-11,W_M002,3186,4231,30237
